Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioName,RiskYear,ValueAtRisk,ParentCorpID
Calamba_Philippines,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2010,0.390552,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2020,0.979488,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2030,3.10646,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2040,4.504,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2050,5.57704,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2060,8.06585,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2070,9.44658,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2080,10.6752,7
Calamba_Philippines,  Opportunity,Resource Efficiency,Materials Efficiency ,RCP8.5,2090,11.1535,7
Calamba_Philippines,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2010,0.097638,7
Calamba_Philippines,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2020,0.244872,7
Calamba_Philippines,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2030,0.776616,7
Calamba_Philippines,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2040,1.126,7
Calamba_Philippines,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2050,1.39426,7
Calamba_Philippines,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2060,2.01646,7
Calamba_Philippines,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2070,2.36165,7
Calamba_Philippines,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2080,2.66879,7
Calamba_Philippines,  Opportunity,Energy Source,Renewable price stability ,RCP8.5,2090,2.78838,7
Calamba_Philippines,  Opportunity,Resilience,Energy resilience ,RCP8.5,2010,0.48819,7
Calamba_Philippines,  Opportunity,Resilience,Energy resilience ,RCP8.5,2020,1.22436,7
Calamba_Philippines,  Opportunity,Resilience,Energy resilience ,RCP8.5,2030,3.88308,7
Calamba_Philippines,  Opportunity,Resilience,Energy resilience ,RCP8.5,2040,5.62999,7
Calamba_Philippines,  Opportunity,Resilience,Energy resilience ,RCP8.5,2050,6.97129,7
Calamba_Philippines,  Opportunity,Resilience,Energy resilience ,RCP8.5,2060,10.0823,7
Calamba_Philippines,  Opportunity,Resilience,Energy resilience ,RCP8.5,2070,11.8082,7
Calamba_Philippines,  Opportunity,Resilience,Energy resilience ,RCP8.5,2080,13.344,7
Calamba_Philippines,  Opportunity,Resilience,Energy resilience ,RCP8.5,2090,13.9419,7
Calamba_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2010,0,7
Calamba_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2020,0,7
Calamba_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2030,0,7
Calamba_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2040,0,7
Calamba_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2050,0,7
Calamba_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2060,0,7
Calamba_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2070,0,7
Calamba_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2080,0,7
Calamba_Philippines,  Physical Risk,Chronic,Drought ,RCP8.5,2090,0,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2010,0.2463,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2020,1.5581,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2030,1.9858,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2040,1.9951,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2050,2.8588,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2060,2.8588,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2070,4.1052,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2080,5.7487,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Carbon pricing ,RCP8.5,2090,6.8734,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2010,0,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2020,0,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2030,0,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2040,0,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2050,0.06748,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2060,0.298304,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2070,0.453176,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2080,0.550136,7
Monte_Grande_Argentina,  Transition Risk,Policy and Legal,Litigation risk ,RCP8.5,2090,0.671064,7
Monte_Grande_Argentina,  Transition Risk,Technology,New technology ,RCP8.5,2010,0,7
Monte_Grande_Argentina,  Transition Risk,Technology,New technology ,RCP8.5,2020,0,7
Monte_Grande_Argentina,  Transition Risk,Technology,New technology ,RCP8.5,2030,0,7
Monte_Grande_Argentina,  Transition Risk,Technology,New technology ,RCP8.5,2040,0,7
